adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url,addr_winner
Южный,Царицыно,"г. москва, б-р. кавказский, д. 35/2, к. 1",12.0,,55.627480000000006,37.65475,железобетонные,Блочный,Крупноблочные,муниципальный,185.0,1969.0,250.0,2.0,Исправный,Кантемировская,0.95,15.0,77:05:0005008:1058,7.70000000000491e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=5973,"кавказский бул., 35/2к1"
Северо-Восточный,Медведково Южное,"г. москва, ул. полярная, д. 7, к. 1",9.0,,55.87387,37.63597,Железобетонные,Кирпичный,Кирпичные,ЖСК - жилищно-строительные кооперативы,207.0,1965.0,264.0,1.0,Исправный,Бабушкинская,1.9,28.0,77:02:0006002:1076,7.70000000002344e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=57622,"полярная ул., 7к1"
Северо-Западный,Щукино,"г. москва, ул. гамалеи, д. 19, к. 1",12.0,,55.80138,37.4553,железобетонные,Панельный,Крупноблочные,муниципальный,375.0,1973.0,248.0,1.0,Исправный,Щукинская,1.05,16.0,77:08:0009022:1008,7.7000000000106e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=40812,"гамалеи ул., 19к1"
Южный,Бирюлево Западное,"г. москва, ул. медынская, д. 2, к. 3",9.0,,55.59373000000001,37.64691,железобетонные,Панельный,Крупнопанельные,муниципальный,662.0,1973.0,264.0,1.0,Исправный,Покровская,1.4,21.0,77:05:0009002:1040,7.70000000001832e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=3230,"медынская ул., 2к3"
Юго-Западный,Коньково,"г. москва, ул. академика арцимовича, д. 3, к. 3",5.0,,55.642540000000004,37.51934,,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,,1967.0,248.0,,Исправный,Беляево,0.5,7.0,77:06:0006005:1006,7.70000000000771e+16,,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=72957,"академика арцимовича ул., 3к3"
Южный,Чертаново Южное,"г. москва, ш. варшавское, д. 131, к. 3",16.0,,55.60471,37.61335,железобетонные,Панельный,Крупноблочные,муниципальный,259.0,1981.0,248.0,1.0,Исправный,Пражская,1.1,16.0,77:05:0008001:1044,7.70000000000476e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=5753,"варшавское ш., 131к3"
Западный,Фили-Давыдково,"г. москва, ул. филевская б., д. 41, к. 5",5.0,,55.74063,37.4776,Железобетонные,Кирпичный,Кирпичные,муниципальный,97.0,1960.0,248.0,,Исправный,Филевский Парк,0.4,6.0,77:07:0005001:1048,7.70000000002993e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=26999,"филевская большая ул., 41к5"
Юго-Западный,Коньково,"г. москва, ул. профсоюзная, д. 101, к. 3",14.0,,55.63596,37.52632,железобетонные,Панельный,Крупноблочные,муниципальный,181.0,1972.0,264.0,2.0,Исправный,Коньково,0.55,9.0,77:06:0008006:1038,7.70000000002392e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=9813,"профсоюзная ул., 101к3"
Юго-Восточный,Южнопортовый,"г. москва, ул. мельникова, д. 25",5.0,,55.72506,37.66721,Железобетонные,Кирпичный,Кирпичные,муниципальный,172.0,1963.0,248.0,,Исправный,Пролетарская,0.8,12.0,77:04:0001019:1032,7.70000000000198e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=23162,"мельникова ул., 25"
Юго-Западный,Черемушки,"г. москва, ул. перекопская, д. 22, к. 1",9.0,,55.66273,37.57353,железобетонные,Панельный,Крупнопанельные,муниципальный,773.0,1976.0,264.0,1.0,Исправный,Зюзино,0.8,12.0,77:06:0004008:1071,7.70000000002247e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=95770,"перекопская ул., 22к1"
Юго-Западный,Бутово Южное,"г. москва, ул. адмирала лазарева, д. 62, к. 1",12.0,1.0,55.54083000000001,37.50965,железобетонные,Панельный,Крупнопанельные,муниципальный,576.0,2001.0,264.0,1.0,Исправный,Бунинская аллея,0.55,8.0,77:06:0012009:1065,7.70000000004273e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=75654,"адмирала лазарева ул., 62к1"
Северо-Восточный,Бибирево,"г. москва, ул. белозерская, д. 17а",12.0,,55.89734,37.61873,Железобетонные,Панельный,Крупнопанельные,муниципальный,1345.0,1976.0,264.0,2.0,Исправный,Бибирево,1.85,28.0,77:02:0002003:1013,7.70000000000833e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=60977,"белозерская ул., 17а"
Восточный,Измайлово,"г. москва, ул. парковая 1-я, д. 5-7",3.0,,55.7902,37.777159999999995,деревянные,Кирпичный,Кирпичные,,112.0,1954.0,300.0,,Исправный,Измайловская,0.4,6.0,77:03:0005005:1023,7.70000000002207e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=46652,"парковая 1-я ул., 5-7"
Юго-Западный,Зюзино,"г. москва, пр-кт. севастопольский, д. 83, к. 1",16.0,,55.6506,37.56708,железобетонные,Панельный,Крупнопанельные,муниципальный,350.0,1975.0,264.0,1.0,Исправный,Зюзино,0.75,11.0,77:06:0005014:1017,7.70000000002592e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=10112,"севастопольский просп., 83к1"
Южный,Орехово-Борисово Южное,"г. москва, проезд. гурьевский, д. 17, к. 1",17.0,,55.60589,37.7504,железобетонные,Панельный,Крупнопанельные,муниципальный,1397.0,1986.0,264.0,1.0,Исправный,Зябликово,0.8,12.0,77:05:0011009:1045,7.70000000000478e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=6560,"гурьевский пр-д, 17к1"
Юго-Восточный,Марьино,"г. москва, проезд. батайский, д. 41",17.0,,55.64366999999999,37.73383,Железобетонные,Панельный,Крупнопанельные,муниципальный,823.0,1988.0,264.0,1.0,Исправный,Марьино,0.95,15.0,77:04:0004019:1040,7.70000000000159e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=12103,"батайский пр-д, 41"
Западный,Можайский,"г. москва, ул. гжатская, д. 5, к. 10",22.0,,55.7146,37.43277,,Монолитный,,,,2020.0,,3.0,,Давыдково,1.25,19.0,77:07:0008006:10361,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=335261,"гжатская ул., 5к10"
Юго-Восточный,Марьино,"г. москва, проезд. батайский, д. 53",17.0,,55.64337,37.74004,железобетонные,Панельный,Крупнопанельные,ЧФ  - частный фонд,399.0,1991.0,264.0,1.0,Исправный,Марьино,0.8,12.0,77:04:0004019:1108,7.70000000000159e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=95912,"батайский пр-д, 53"
Северный,Головинский,"г. москва, ул. солнечногорская, д. 14, к. 1",14.0,,55.85933000000001,37.51854,Железобетонные,Кирпичный,Кирпичные,муниципальный,227.0,1975.0,270.0,2.0,Исправный,Моссельмаш,0.65,10.0,77:09:0001015:1127,7.70000000000353e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=55671,"солнечногорская ул., 14к1"
Юго-Западный,Бутово Северное,"г. москва, ул. грина, д. 1, к. 3",17.0,,55.56111,37.58256,железобетонные,Панельный,Крупнопанельные,муниципальный,692.0,1994.0,264.0,1.0,Исправный,Улица Старокачаловская,1.0,15.0,77:06:0011006:1055,7.7000000000114e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=2903,"грина ул., 1к3"
Восточный,Сокольники,"г. москва, ул. русаковская, д. 18/20",7.0,,55.78533,37.67642,Смешанные,Кирпичный,Кирпичные,муниципальный,278.0,1940.0,320.0,1.0,Исправный,Митьково,0.15,3.0,77:03:0003006:1029,7.70000000000678e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=45372,"русаковская ул., 18/20"
Юго-Западный,Ломоносовский,"г. москва, пр-кт. вернадского, д. 33, к. 1",10.0,,55.680409999999995,37.515440000000005,железобетонные,Монолит-Кирпич,Крупноблочные,муниципальный,149.0,2005.0,,1.0,Исправный,Проспект Вернадского,0.75,12.0,77:06:0001007:1038,7.70000000000953e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=109922,"вернадского просп., 33к1"
Центральный,Тверской,"г. москва, ул. дмитровка б., д. 5/6, стр. 8",2.0,,55.75943,37.614509999999996,,Блочный,Шлакобетонные,муниципальный,,1936.0,,,,Охотный Ряд,0.35,5.0,77:01:0001006:1013,7.70000000007167e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=265997,"дмитровка большая ул., 5/6с8"
Северный,Хорошевский,"г. москва, ш. хорошевское, д. 34",5.0,,55.775209999999994,37.53915,Железобетонные,Кирпичный,Кирпичные,федеральный,132.0,1958.0,280.0,,Исправный,Беговая,0.55,8.0,77:09:0005013:1051,7.70000000003049e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=42306,"хорошевское ш., 34"
Восточный,Преображенское,"г. москва, ул. суворовская, д. 24",5.0,,55.79396,37.71208,железобетонные,Блочный,Крупноблочные,муниципальный,131.0,1961.0,258.0,,Исправный,Преображенская Площадь,0.35,5.0,77:03:0003014:1054,7.70000000002822e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=46078,"суворовская ул., 24"
Западный,Очаково-Матвеевское,"г. москва, ул. веерная, д. 40, к. 5",12.0,,55.712140000000005,37.48669,железобетонные,Панельный,Крупнопанельные,муниципальный,509.0,1973.0,,2.0,Исправный,Матвеевская,0.9,14.0,77:07:0012011:1052,7.70000000000944e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=19210,"веерная ул., 40к5"
Северный,Хорошевский,"г. москва, ш. хорошевское, д. 38, к. 1",6.0,,55.78136,37.53976,,Кирпичный,Кирпичные,федеральный,,1971.0,,,,ЦСКА,0.75,12.0,77:09:0005007:1106,7.70000000003049e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=253247,"хорошевское ш., 38к1"
Западный,Кунцево,"г. москва, ул. ярцевская, д. 34, к. 2",22.0,,55.74195,37.42005,Железобетонные,Монолитный,,,,2019.0,,3.0,Исправный,Молодежная,0.25,4.0,77:07:0004005:13756,7.70000000003222e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=335195,"ярцевская ул., 34к2"
Северо-Западный,Тушино Северное,"г. москва, ул. планерная, д. 16, к. 5",9.0,,55.864940000000004,37.43932,железобетонные,Панельный,Крупнопанельные,муниципальный,556.0,1967.0,264.0,1.0,Исправный,Планерная,0.5,8.0,77:08:0003005:1023,7.7000000000229e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=55194,"планерная ул., 16к5"
Южный,Чертаново Южное,"г. москва, ул. чертановская, д. 52, к. 2",9.0,,55.604530000000004,37.586220000000004,железобетонные,Панельный,Крупнопанельные,муниципальный,884.0,1971.0,264.0,1.0,Исправный,Пражская,1.4,21.0,77:05:0008004:1041,7.70000000003103e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=5448,"чертановская ул., 52к2"
Центральный,Таганский,"г. москва, ул. яузская, д. 6-8, стр. 5",9.0,,55.74698000000001,37.645579999999995,Железобетонные,Блочный,Крупноблочные,федеральный,101.0,1965.0,250.0,1.0,Исправный,Таганская,0.85,13.0,77:01:0002025:1058,7.70000000003226e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=191824,"яузская ул., 6-8с5"
Южный,Бирюлево Восточное,"г. москва, ул. радиальная 6-я, д. 5, к. 3",15.0,,55.60545,37.660470000000004,железобетонные,Кирпичный,Бетонные Монолитные,,,2012.0,,2.0,Исправный,Царицыно,1.75,26.0,77:05:0010002:2809,7.70000000003801e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=211025,"радиальная 6-я ул., 5к3"
Северный,Хорошевский,"г. москва, ш. хорошевское, д. 84, к. 1",2.0,,55.77798000000001,37.520270000000004,Железобетонные,Кирпичный,Кирпичные,муниципальный,33.0,1945.0,320.0,,Исправный,Полежаевская,0.1,2.0,77:09:0005006:1049,7.70000000003049e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=41345,"хорошевское ш., 84к1"
Западный,Очаково-Матвеевское,"г. москва, ул. елены колесовой, д. 3",5.0,,55.677859999999995,37.45166,Железобетонные,Кирпичный,Кирпичные,муниципальный,226.0,1960.0,280.0,,Исправный,Очаково,0.6,9.0,77:07:0014001:1105,7.70000000001503e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=13585,"елены колесовой ул., 3"
Северный,Беговой,"г. москва, ул. скаковая, д. 13, к. 1",16.0,,55.779140000000005,37.571529999999996,Железобетонные,Панельный,Крупноблочные,муниципальный,236.0,1974.0,248.0,1.0,Исправный,Белорусская,0.85,13.0,77:09:0005015:1056,7.70000000002659e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=42400,"скаковая ул., 13к1"
Северо-Восточный,Отрадное,"г. москва, ул. римского-корсакова, д. 2",22.0,,55.86943,37.591029999999996,Железобетонные,Панельный,Крупнопанельные,муниципальный,378.0,1995.0,266.0,2.0,Исправный,Отрадное,1.1,17.0,77:02:0008001:1069,7.70000000002475e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=56974,"римского-корсакова ул., 2"
Северный,Бескудниковский,"г. москва, ш. дмитровское, д. 64, к. 4",22.0,,55.85513,37.5639,Железобетонные,Панельный,Крупнопанельные,муниципальный,384.0,1997.0,266.0,2.0,Исправный,Верхние Лихоборы,0.3,4.0,77:09:0002029:11153,7.70000000000335e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=72990,"дмитровское ш., 64к4"
Северо-Восточный,Отрадное,"г. москва, ул. мусоргского, д. 1",9.0,,55.8615,37.61977,Железобетонные,Панельный,Крупнопанельные,муниципальный,854.0,1975.0,264.0,1.0,Исправный,Отрадное,1.0,15.0,77:02:0008007:1009,7.70000000001921e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=56994,"мусоргского ул., 1"
Восточный,Вешняки,"г. москва, ул. реутовская, д. 12, к. 1",9.0,,55.73761,37.83383,железобетонные,Панельный,Крупнопанельные,муниципальный,927.0,1971.0,264.0,1.0,Исправный,Новогиреево,1.65,25.0,77:03:0007006:1067,7.70000000000439e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=24922,"реутовская ул., 12к1"
Северный,Ховрино,"г. москва, ул. клинская, д. 5",9.0,,55.865730000000006,37.50261,Железобетонные,Панельный,Крупнопанельные,муниципальный,394.0,1968.0,264.0,1.0,Исправный,Грачёвская,0.65,10.0,77:09:0001008:1033,7.70000000001483e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=55999,"клинская ул., 5"
Юго-Восточный,Выхино-Жулебино,"г. москва, ул. вострухина, д. 6, к. 5",5.0,,55.7188,37.80173,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,289.0,1966.0,248.0,,Исправный,Рязанский Проспект,0.6,9.0,77:04:0002009:1015,7.70000000000003e+16,,1.0,2025-2028,https://flatinfo.ru/h_info1.asp?hid=24504,"вострухина ул., 6к5"
Юго-Западный,Бутово Южное,"г. москва, проезд. плавский, д. 7",14.0,,55.54725,37.53458,железобетонные,Панельный,Крупнопанельные,муниципальный,493.0,2002.0,264.0,1.0,Исправный,Бульвар Ушакова Адмирала,0.55,9.0,77:06:0012003:1072,7.7000000000451e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=96182,"плавский пр-д, 7"
Северный,Головинский,"г. москва, ул. флотская, д. 34, к. 1",5.0,,55.84978,37.49183,Железобетонные,Кирпичный,Кирпичные,муниципальный,408.0,1968.0,248.0,,Исправный,Водный Стадион,1.15,18.0,77:09:0001018:1053,7.70000000000351e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=55422,"флотская ул., 34к1"
Южный,Нагатинский Затон,"г. москва, наб. нагатинская, д. 46",21.0,,55.68666999999999,37.67688,железобетонные,Панельный,Крупнопанельные,муниципальный,367.0,2006.0,278.0,1.0,Исправный,Технопарк,1.2,18.0,77:05:0004009:1058,7.70000000001943e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=177715,"нагатинская наб., 46"
Центральный,Хамовники,"г. москва, ул. усачева, д. 11д",13.0,,55.72711999999999,37.572109999999995,,Монолитный,,,,2019.0,,,,Фрунзенская,0.55,9.0,,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=335339,"усачева ул., 11д"
Северо-Восточный,Медведково Северное,"г. москва, проезд. шокальского, д. 29, к. 1",12.0,,55.880930000000006,37.64694,Железобетонные,Блочный,Крупноблочные,ЖСК - жилищно-строительные кооперативы,,1966.0,250.0,2.0,Исправный,Медведково,1.2,18.0,77:02:0004007:1016,7.70000000003159e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=57739,"шокальского пр-д, 29к1"
Юго-Восточный,Южнопортовый,"г. москва, ул. кожуховская 5-я, д. 11",14.0,,55.706140000000005,37.67065,Железобетонные,Панельный,Крупноблочные,муниципальный,193.0,1972.0,264.0,2.0,Исправный,Автозаводская,0.7,11.0,77:04:0003001:1059,7.7000000000018e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=22526,"кожуховская 5-я ул., 11"
Восточный,Соколиная Гора,"г. москва, ул. борисовская, д. 7",5.0,,55.78731,37.7358,железобетонные,Кирпичный,Кирпичные,муниципальный,128.0,1961.0,248.0,,Исправный,Измайлово,0.6,9.0,77:03:0003019:1049,7.70000000000886e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=46473,"борисовская ул., 7"
Северо-Западный,Покровское-Стрешнево,"г. москва, проезд. стратонавтов, д. 9",5.0,,55.826209999999996,37.43618,Железобетонные,Кирпичный,Кирпичные,муниципальный,309.0,1957.0,300.0,,Исправный,Тушинская,0.2,3.0,77:08:0006008:1013,7.700000000028e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=49503,"стратонавтов пр-д, 9"
Восточный,Вешняки,"г. москва, ул. снайперская, д. 5",9.0,,55.72334,37.81511,железобетонные,Панельный,Крупнопанельные,муниципальный,772.0,1970.0,264.0,1.0,Исправный,Выхино,0.85,13.0,77:03:0007003:1085,7.70000000000445e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=24847,"снайперская ул., 5"
Северо-Восточный,Медведково Южное,"г. москва, проезд. дежнева, д. 25, к. 1",12.0,,55.86871,37.63557,Железобетонные,Панельный,Крупнопанельные,муниципальный,411.0,1982.0,264.0,2.0,Исправный,Бабушкинская,1.85,28.0,77:02:0006005:1000,7.70000000001175e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=57551,"дежнева пр-д, 25к1"
Северный,Ховрино,"г. москва, ул. фестивальная, д. 53, к. 1",14.0,,55.861259999999994,37.49388,Железобетонные,Блочный,Крупноблочные,ЖСК - жилищно-строительные кооперативы,,1969.0,264.0,2.0,Исправный,Беломорская,1.25,19.0,77:09:0001011:1055,7.70000000000354e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=55462,"фестивальная ул., 53к1"
Восточный,Новогиреево,"г. москва, пр-кт. зеленый, д. 83, к. 2",5.0,,55.75168000000001,37.821509999999996,железобетонные,Кирпичный,Кирпичные,муниципальный,89.0,1961.0,250.0,,Исправный,Новогиреево,0.5,8.0,77:03:0006020:1015,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=37069,"зеленый просп., 83к2"
Северный,Дегунино Западное,"г. москва, ул. маршала федоренко, д. 4, к. 2",16.0,,55.88029,37.49403,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,602.0,1982.0,264.0,1.0,Исправный,Ховрино,0.8,12.0,77:09:0002015:1022,7.70000000000332e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=55972,"маршала федоренко ул., 4к2"
Юго-Западный,Гагаринский,"г. москва, ул. вавилова, д. 16",5.0,,55.70443,37.58271,железобетонные,Панельный,Крупноблочные,муниципальный,120.0,1960.0,258.0,,Исправный,Площадь Гагарина,0.4,6.0,77:06:0002004:1004,7.70000000000924e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=20489,"вавилова ул., 16"
Восточный,Измайлово,"г. москва, ул. парковая 7-я, д. 2, к. 2",5.0,,55.789519999999996,37.79482,железобетонные,,Крупноблочные,муниципальный,113.0,1960.0,258.0,,Исправный,Первомайская,0.7,10.0,77:03:0005014:1047,7.7000000000222e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=47361,"парковая 7-я ул., 2к2"
Северо-Западный,Щукино,"г. москва, пер. тепличный, д. 5",9.0,,55.7902,37.49492,Железобетонные,Панельный,Крупнопанельные,муниципальный,330.0,1971.0,264.0,1.0,Исправный,Октябрьское Поле,0.4,6.0,77:08:0009032:1010,7.70000000002891e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=41143,"тепличный пер., 5"
Западный,Солнцево,"г. москва, ул. авиаторов, д. 9, к. 1",17.0,,55.640980000000006,37.40596,железобетонные,Панельный,Крупнопанельные,муниципальный,333.0,2006.0,264.0,1.0,Исправный,Солнцево,1.4,21.0,77:07:0015007:1191,7.70000000000711e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=115008,"авиаторов ул., 9к1"
Новомосковский,СП Внуковское,"г. москва, ул. омская, д. 9",14.0,,55.61963000000001,37.26677,Железобетонные,Смешанный тип,Из прочих материалов,,,2017.0,,2.0,Исправный,Пыхтино,2.05,31.0,77:17:0100107:2532,7.70000000004492e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=324577,"омская ул., 9"
Южный,Чертаново Южное,"г. москва, ул. газопровод, д. 15",17.0,,55.58934,37.61201,железобетонные,Панельный,Крупнопанельные,муниципальный,1381.0,2004.0,275.0,1.0,Исправный,Красный Строитель,0.2,3.0,77:05:0008005:1051,7.70000000001059e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=84159,"газопровод ул., 15"
Западный,Новопеределкино,"г. москва, ул. скульптора мухиной, д. 7",14.0,,55.639509999999994,37.34325,железобетонные,Панельный,Крупнопанельные,муниципальный,1086.0,1989.0,264.0,2.0,Исправный,Рассказовка,0.8,12.0,77:07:0015005:1809,7.70000000001922e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=8878,"скульптора мухиной ул., 7"
Восточный,Измайлово,"г. москва, ул. парковая 5-я, д. 5, к. 2",5.0,,55.788940000000004,37.788109999999996,железобетонные,Кирпичный,Кирпичные,муниципальный,72.0,1963.0,248.0,,Исправный,Измайловская,0.45,7.0,77:03:0005006:1019,7.70000000002218e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=47296,"парковая 5-я ул., 5к2"
Западный,Солнцево,"г. москва, проезд. боровский, д. 24",14.0,,55.65326999999999,37.38191,железобетонные,Панельный,Крупноблочные,муниципальный,210.0,1978.0,264.0,2.0,Исправный,Солнечная,0.4,6.0,77:07:0015002:1152,7.70000000000889e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=8530,"боровский пр-д, 24"
Юго-Восточный,Рязанский,"г. москва, ул. зарайская, д. 19",14.0,,55.73181999999999,37.7686,железобетонные,Кирпичный,Кирпичные,муниципальный,232.0,1975.0,270.0,1.0,Исправный,Чухлинка,0.4,6.0,77:04:0002002:1030,7.70000000000005e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=24353,"зарайская ул., 19"
Юго-Восточный,Люблино,"г. москва, ул. белореченская, д. 33",12.0,,55.669709999999995,37.764759999999995,железобетонные,Панельный,Крупнопанельные,муниципальный,713.0,1981.0,264.0,1.0,Исправный,Люблино,0.75,11.0,77:04:0004015:1013,7.70000000000161e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=15327,"белореченская ул., 33"
Западный,Очаково-Матвеевское,"г. москва, ш. очаковское, д. 8, к. 4",16.0,,55.69729,37.45664,железобетонные,Панельный,Крупноблочные,муниципальный,240.0,1978.0,248.0,1.0,Исправный,Аминьевская,0.6,9.0,77:07:0012007:1026,7.70000000002181e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=13747,"очаковское ш., 8к4"
Северо-Восточный,Бабушкинский,"г. москва, ул. коминтерна, д. 3, к. 1",5.0,,55.86253000000001,37.676190000000005,Железобетонные,Кирпичный,Кирпичные,муниципальный,,1960.0,248.0,,Исправный,Бабушкинская,1.1,17.0,77:02:0010016:1007,7.70000000001517e+16,,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=57970,"коминтерна ул., 3к1"
Южный,Нагатинский Затон,"г. москва, ул. судостроительная, д. 49, к. 1",9.0,,55.68719,37.69142,железобетонные,Кирпичный,Кирпичные,муниципальный,302.0,1969.0,264.0,1.0,Исправный,Нагатинский Затон,0.9,14.0,77:05:0004009:1032,7.70000000002825e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=14894,"судостроительная ул., 49к1"
Северо-Восточный,Ростокино,"г. москва, ул. бажова, д. 4",8.0,,55.83107,37.6594,Железобетонные,Кирпичный,Кирпичные,муниципальный,463.0,1960.0,280.0,1.0,Исправный,Ростокино,1.1,17.0,77:02:0019008:1001,7.70000000000789e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=53069,"бажова ул., 4"
Южный,Нагорный,"г. москва, ул. криворожская, д. 29, к. 4",16.0,,55.67077,37.60717,железобетонные,Панельный,Крупноблочные,муниципальный,192.0,1987.0,248.0,1.0,Исправный,Нагорная,0.35,6.0,77:05:0003003:1054,7.70000000001613e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=13962,"криворожская ул., 29к4"
Северо-Западный,Тушино Северное,"г. москва, ул. фомичевой, д. 3, стр. 1",9.0,,55.8568,37.44536,железобетонные,Панельный,Крупнопанельные,муниципальный,1249.0,1971.0,264.0,1.0,Исправный,Сходненская,0.75,12.0,77:08:0003008:1036,7.70000000002996e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=55085,"фомичевой ул., 3с1"
Южный,Бирюлево Восточное,"г. москва, ул. липецкая, д. 17, к. 1",17.0,,55.58025,37.68507,железобетонные,Панельный,Крупнопанельные,муниципальный,2450.0,1983.0,264.0,1.0,Исправный,Орехово,3.75,56.0,77:05:0010005:1013,7.70000000000502e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=69471,"липецкая ул., 17к1"
Юго-Восточный,Печатники,"г. москва, ул. шоссейная, д. 70, к. 2",14.0,,55.672259999999994,37.720040000000004,Железобетонные,Панельный,Крупноблочные,муниципальный,257.0,1978.0,264.0,2.0,Исправный,Депо,0.7,10.0,77:04:0003009:1026,7.70000000000228e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=14733,"шоссейная ул., 70к2"
Северо-Западный,Тушино Южное,"г. москва, ул. аэродромная, д. 4, стр. 1",9.0,,55.84515,37.43227,железобетонные,Панельный,Крупнопанельные,муниципальный,609.0,1975.0,264.0,1.0,Исправный,Сходненская,0.8,12.0,77:08:0004007:1003,7.70000000000778e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=49694,"аэродромная ул., 4с1"
Западный,Проспект Вернадского,"г. москва, ул. удальцова, д. 3, к. 3",9.0,,55.670559999999995,37.51226,железобетонные,Блочный,Крупноблочные,муниципальный,129.0,1963.0,250.0,1.0,Исправный,Новаторская,0.8,12.0,77:07:0013007:1061,7.70000000002961e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=69969,"удальцова ул., 3к3"
Западный,Кунцево,"г. москва, ул. ярцевская, д. 29, к. 1",17.0,,55.7424,37.4176,Железобетонные,Панельный,Крупнопанельные,муниципальный,,1972.0,,1.0,Исправный,Молодежная,0.2,3.0,77:07:0004002:1026,7.70000000003222e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=85477,"ярцевская ул., 29к1"
